City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
282,poltava,49.5937,34.5407,18.69,82,93,3.66,UA,1722739314
283,mount gambier,-37.8333,140.7667,13.6,56,100,1.7,AU,1722739316
284,mahdia,35.5047,11.0622,27.97,66,0,9.11,TN,1722739317
285,port douglas,-16.4833,145.4667,23.27,64,28,6.15,AU,1722739318
286,durban,-29.8579,31.0292,18.21,36,11,3.52,ZA,1722739319
287,saipan,15.1355,145.701,32.39,66,40,7.72,MP,1722739320
288,bikenibeu village,1.3673,173.1241,30.98,66,20,3.6,KI,1722739321
289,polyarnyy,69.1989,33.4478,10.54,87,12,2.18,RU,1722739323
290,tinajo,29.0788,-13.7081,21.49,83,0,9.77,ES,1722739324
291,metlili chaamba,32.2667,3.6333,31.52,22,0,4.12,DZ,1722739326
292,nadym,65.5333,72.5167,19.25,87,100,5.83,RU,1722739327
293,huilong,31.8111,121.655,33.03,64,1,4.9,CN,1722739328
294,camana,-16.6228,-72.7111,15.31,88,100,2.82,PE,1722739329
295,samana,19.2056,-69.3369,25.45,88,53,2.85,DO,1722739330
296,iisalmi,63.5592,27.1907,12.71,97,95,1.81,FI,1722739331
297,akureyri,65.6835,-18.0878,10.96,76,20,1.54,IS,1722739332
298,taksimo,56.3444,114.8794,17.81,80,100,1.14,RU,1722739333
299,kimbe,-5.5502,150.1429,24.71,94,100,3.18,PG,1722739335
300,mejit,10.2753,170.8646,28.38,76,6,4.82,MH,1722739336
301,santana,-0.0583,-51.1817,29.1,79,20,5.14,BR,1722739337
302,zhmerynka,49.037,28.112,14.74,96,100,6.23,UA,1722739338
303,hrebinka,50.1171,32.4361,16.5,95,99,0.55,UA,1722739339
304,sola,-13.8833,167.55,25.52,78,67,10.32,VU,1722739340
305,tsiombe,-25.3,45.4833,16.2,93,10,1.25,MG,1722739341
306,prince rupert,54.3161,-130.3201,17.05,81,0,3.6,CA,1722739248
307,la passe,45.5549,-0.8967,15.13,87,13,0.91,FR,1722739343
308,la'ie,21.6477,-157.9253,29.98,78,37,2.68,US,1722739344
309,usogorsk,63.4106,48.6872,15.79,88,100,3.12,RU,1722739346
310,funafuti,-8.5243,179.1942,31.0,74,40,1.03,TV,1722739347
311,pobugskoye,48.1658,30.5927,18.37,95,79,2.77,UA,1722739348
312,tayga,56.06,85.6197,20.51,91,100,2.99,RU,1722739349
313,mikkeli,61.6886,27.2723,15.08,100,100,0.51,FI,1722739350
314,susanville,40.4163,-120.653,22.12,64,100,1.74,US,1722739351
315,jaguaruana,-4.8339,-37.7811,22.8,63,0,3.94,BR,1722739352
316,baiyin,36.5583,104.2081,25.96,39,10,2.73,CN,1722739353
317,lahaina,20.8783,-156.6825,27.79,82,67,3.65,US,1722739354
318,ust'-barguzin,53.45,108.9833,18.3,66,8,2.06,RU,1722739356
319,malanje,-9.5402,16.341,16.09,77,0,0.97,AO,1722739357
320,kirakira,-10.4544,161.9205,28.05,78,83,5.64,SB,1722739358
321,guerrero negro,27.9769,-114.0611,20.58,84,5,6.6,MX,1722739338
322,dunedin,-45.8742,170.5036,12.11,57,63,0.66,NZ,1722739360
323,hokuto,41.8848,140.639,28.01,89,75,1.54,JP,1722739361
324,bejar,40.3864,-5.7634,24.21,43,0,2.74,ES,1722739362
325,satka,55.0425,59.04,12.6,95,66,2.79,RU,1722739363
326,dobroye,52.8678,39.8109,16.01,84,99,3.95,RU,1722739364
327,hastings,50.8552,0.5729,15.5,77,100,3.81,GB,1722739075
328,kenora,49.8167,-94.4337,18.54,63,20,1.54,CA,1722739368
329,nicoya,10.1483,-85.452,24.33,95,100,0.92,CR,1722739369
330,ciudad guayana,8.3533,-62.6528,26.96,89,76,1.73,VE,1722739370
331,kruisfontein,-34.0033,24.7314,16.6,74,100,7.71,ZA,1722739371
332,as sulayyil,20.4607,45.5779,33.14,34,91,7.59,SA,1722739372
333,tawau,4.2498,117.8871,30.07,69,94,1.5,MY,1722739373
334,pont rouge,48.8833,-72.0825,22.16,59,100,5.9,CA,1722739374
335,roma,43.2128,-75.4557,24.08,93,0,2.06,US,1722739376
336,hadibu,12.65,54.0333,25.3,82,37,11.96,YE,1722739377
337,wellington,-41.2866,174.7756,11.7,66,40,7.2,NZ,1722739180
338,huarmey,-10.0681,-78.1522,16.78,87,6,3.74,PE,1722738954
339,afif,23.9065,42.9172,26.89,31,100,3.65,SA,1722739380
340,garbahaarrey,3.3289,42.2209,23.28,77,99,7.55,SO,1722739381
341,melgar,4.2048,-74.6407,25.06,69,76,1.33,CO,1722739382
342,ghat,24.9647,10.1728,27.51,12,38,0.7,LY,1722739383
343,alofi,-19.0595,-169.9187,26.94,69,40,5.14,NU,1722739384
344,alice springs,-23.7,133.8833,16.75,34,75,2.57,AU,1722739271
345,walvis bay,-22.9575,14.5053,13.94,88,0,1.03,NA,1722739387
346,monrovia,6.3005,-10.7969,23.87,87,100,5.44,LR,1722739388
347,cockburn town,21.4612,-71.1419,28.45,82,36,8.74,TC,1722739389
348,floro,61.5996,5.0328,14.04,88,100,8.75,NO,1722739390
349,selfoss,63.9331,-20.9971,11.58,75,100,9.57,IS,1722739391
350,bandon,51.7469,-8.7425,13.77,84,100,4.13,IE,1722739392
351,waingapu,-9.6567,120.2641,28.78,57,97,5.88,ID,1722739393
352,marsa alam,25.0757,34.8918,33.0,54,80,1.81,EG,1722739394
353,springs,-26.25,28.4,13.16,69,2,5.11,ZA,1722739395
354,kokopo,-4.352,152.2633,28.75,69,99,5.53,PG,1722739397
355,howrah,22.5892,88.3103,30.0,89,75,2.06,IN,1722739398
356,ceyhan,37.0247,35.8175,26.91,86,0,0.22,TR,1722739399
357,general pico,-35.6566,-63.7568,9.66,47,2,2.57,AR,1722739400
358,raffadali,37.4036,13.5331,23.2,82,0,1.68,IT,1722739401
359,smithers,54.7804,-127.1743,28.18,14,0,5.14,CA,1722739402
360,mabaruma,8.2,-59.7833,22.58,100,98,0.58,GY,1722739403
361,nyurba,63.2842,118.3319,22.31,35,100,1.93,RU,1722739404
362,esperantina,-3.9017,-42.2336,23.22,87,96,1.35,BR,1722739405
363,veraval,20.9,70.3667,27.82,86,100,9.12,IN,1722739407
364,beni,0.5,29.4667,16.86,95,35,0.84,CD,1722739408
365,cody,44.5263,-109.0565,31.12,22,0,4.63,US,1722739122
366,lupane,-18.9315,27.807,9.82,26,6,2.85,ZW,1722739410
367,bardai,11.65,7.2333,20.93,90,96,4.47,NG,1722739411
368,liaoyang,41.2719,123.1731,26.18,71,100,5.43,CN,1722739412
369,luderitz,-26.6481,15.1594,13.17,89,91,3.78,NA,1722739413
370,pangoa,-12.1167,-73.0,20.62,88,76,1.53,PE,1722739414
371,santiago de cao,-7.9589,-79.2392,17.07,94,75,3.09,PE,1722739415
372,boende,-0.2167,20.8667,21.56,88,77,0.99,CD,1722739417
373,guinguineo,14.2667,-15.95,26.92,74,100,3.41,SN,1722739419
374,tyukhtet,56.5389,89.3011,23.02,62,26,3.47,RU,1722739421
375,kalabo,-14.97,22.6814,12.97,27,3,2.32,ZM,1722739422
376,kangding,30.0513,101.9603,19.33,91,99,1.77,CN,1722739423
377,pauini,-7.7136,-66.9764,24.69,68,27,0.93,BR,1722739425
378,kimberley,-28.7323,24.7623,17.83,63,93,7.2,ZA,1722739426
379,qujing,25.4833,103.7833,19.63,82,100,2.8,CN,1722739152
380,sao joao da barra,-21.6403,-41.0511,22.96,80,85,5.12,BR,1722739428
381,queanbeyan,-35.35,149.2333,14.09,48,100,2.06,AU,1722739429
382,xique xique,-10.8217,-42.7311,22.99,53,0,8.41,BR,1722739430
383,novyy urgal,51.0736,132.5642,26.89,44,100,0.3,RU,1722739431
384,argostolion,38.1811,20.489,27.08,30,12,1.37,GR,1722739432
385,gorgan,36.8387,54.4348,23.98,88,100,0.0,IR,1722739434
386,ixtapa,20.7,-105.2,25.68,100,75,1.54,MX,1722739435
387,vilyuysk,63.7553,121.6247,23.75,32,14,1.83,RU,1722739437
388,malax,62.9423,21.5731,13.32,100,100,1.03,FI,1722739438
389,verkhnevilyuysk,63.4453,120.3167,23.04,34,74,1.5,RU,1722739440
390,umba,66.6871,34.3429,11.96,77,96,4.65,RU,1722739441
391,les cayes,18.2,-73.75,27.37,78,68,1.92,HT,1722739443
392,katsuren-haebaru,26.3369,127.8719,33.21,69,0,4.12,JP,1722739444
393,kas,36.2018,29.6377,27.2,59,0,1.21,TR,1722739445
394,thinadhoo,0.5333,72.9333,27.7,71,40,1.36,MV,1722739446
395,acarau,-2.8856,-40.12,25.15,81,6,8.1,BR,1722739447
396,trairi,-3.2778,-39.2689,25.15,80,3,5.39,BR,1722739191
397,nago,26.5881,127.9761,33.24,65,4,4.26,JP,1722739449
398,weno,7.4515,151.8468,31.97,84,100,2.57,FM,1722739450
399,kailua-kona,19.6406,-155.9956,28.98,84,40,4.63,US,1722739451
400,menaka,15.9182,2.4022,25.93,75,49,4.76,ML,1722739452
401,whistler,50.1164,-122.9695,21.66,59,3,2.1,CA,1722739454
402,boa viagem,-5.1275,-39.7322,20.24,65,7,0.74,BR,1722739455
403,nikolayevsk-on-amure,53.1406,140.73,23.46,40,45,2.02,RU,1722739456
404,mazatlan,23.2167,-106.4167,30.51,75,40,3.09,MX,1722739458
405,nishinoomote,30.7333,131.0,32.31,84,20,3.09,JP,1722739459
406,tionk essil,12.7856,-16.5217,25.15,91,100,3.88,SN,1722739460
407,santa cruz,-17.8,-63.1667,25.7,78,0,6.69,BO,1722739354
408,tupiza,-21.45,-65.7167,5.36,14,0,3.25,BO,1722739462
409,sattur,9.3667,77.9333,29.47,54,100,1.45,IN,1722739465
410,hajin,34.6927,40.827,28.0,39,0,7.58,SY,1722739466
411,indian hills,39.086,-119.7841,25.58,60,0,1.79,US,1722739467
412,fedorovka,53.6314,62.7078,15.27,83,31,3.45,KZ,1722739468
413,kerikeri,-35.2268,173.9474,14.39,81,100,4.02,NZ,1722739469
414,kirtland,36.7342,-108.3598,33.61,18,0,5.14,US,1722739400
415,xuddur,4.1213,43.8894,20.61,83,100,7.23,SO,1722739471
416,bamboo flat,11.7,92.7167,27.05,89,100,3.09,IN,1722739472
417,tommot,58.9564,126.2925,19.92,65,100,3.17,RU,1722739473
418,ak'ordat,15.5486,37.8867,26.57,70,83,2.31,ER,1722739475
419,quinhamel,11.8833,-15.85,25.05,92,100,5.23,GW,1722739476
420,esil,51.9556,66.4042,19.1,64,99,4.22,KZ,1722739477
421,bantogon,6.5333,124.0333,29.3,71,100,3.8,PH,1722739478
422,machico,32.7,-16.7667,23.34,72,20,7.72,PT,1722739479
423,pozarevac,44.6153,21.1825,15.62,83,29,1.93,RS,1722739480
424,palikir - national government center,6.9248,158.1611,31.41,62,75,4.63,FM,1722739481
425,muravlenko,63.7898,74.523,21.01,71,93,1.18,RU,1722739482
426,baoshan,46.5586,131.4244,24.86,71,80,2.88,CN,1722739483
427,rajin,42.2489,130.3003,20.58,96,100,1.61,KP,1722739485
428,peace river,56.2501,-117.286,22.17,56,100,3.6,CA,1722739486
429,mar del plata,-38.0023,-57.5575,13.01,50,0,5.14,AR,1722739107
430,changji,44.0167,87.3167,33.44,22,0,4.0,CN,1722739488
431,san antonio de pale,-1.4014,5.6325,21.54,81,97,5.38,GQ,1722739489
432,bahir dar,11.5936,37.3908,16.17,95,100,1.11,ET,1722739490
433,linxia chengguanzhen,35.6003,103.2064,23.31,46,1,1.15,CN,1722739491
434,arraial do cabo,-22.9661,-42.0278,22.29,86,0,10.12,BR,1722739492
435,de aar,-30.6497,24.0123,11.87,28,100,3.62,ZA,1722739493
436,kayyerkan,69.3786,87.7439,12.64,67,0,6.83,RU,1722739495
437,paracuru,-3.41,-39.0306,26.73,80,4,6.48,BR,1722739264
438,galliano,29.4422,-90.2992,27.78,83,0,0.0,US,1722739498
439,cuatro cienegas de carranza,26.9833,-102.0833,30.3,35,68,5.23,MX,1722739499
440,kavieng,-2.5744,150.7967,28.51,75,12,6.36,PG,1722739500
441,preobrazheniye,42.9019,133.9064,21.42,75,97,4.15,RU,1722739501
442,ghanzi,-21.5667,21.7833,16.26,24,0,4.22,BW,1722739502
443,hinthada,17.6333,95.4667,29.29,75,91,2.96,MM,1722739503
444,khandyga,62.6667,135.6,20.57,40,16,1.12,RU,1722739504
445,hau-ri,41.2006,129.4703,21.84,97,100,1.02,KP,1722739506
446,minas de marcona,-15.2119,-75.1103,11.03,86,77,4.49,PE,1722739507
447,mitsamiouli,-11.3847,43.2844,24.24,66,37,3.51,KM,1722739508
448,saint-francois,46.4154,3.9054,17.03,95,0,1.03,FR,1722739258
449,lubang,13.8584,120.124,28.52,76,94,4.57,PH,1722739510
450,newman,37.3138,-121.0208,36.27,37,0,2.68,US,1722739511
451,onega,63.9061,38.1404,13.24,88,19,1.69,RU,1722739512
452,mana,5.6592,-53.7767,26.12,84,58,3.29,GF,1722739513
453,ryotsu-minato,38.0833,138.4333,29.63,72,8,0.38,JP,1722739514
454,greenville,35.6127,-77.3663,23.01,98,0,1.54,US,1722739515
455,vila franca do campo,37.7167,-25.4333,20.23,99,0,0.72,PT,1722739518
456,sakaiminato,35.55,133.2333,32.96,74,40,4.12,JP,1722739519
457,winnemucca,40.973,-117.7357,26.03,44,40,2.06,US,1722739420
458,hun,29.1268,15.9477,26.57,33,0,3.79,LY,1722739522
459,wajir,1.7471,40.0573,21.92,78,100,4.25,KE,1722739523
460,moab,38.5733,-109.5498,35.03,33,59,2.87,US,1722739524
461,vegreville,53.5001,-112.0518,20.3,62,100,5.66,CA,1722739525
462,yamada,39.4667,141.95,28.09,75,28,1.91,JP,1722739527
463,aquin,18.2833,-73.4,26.75,80,93,1.4,HT,1722739529
464,laguna,38.421,-121.4238,37.47,14,0,5.66,US,1722739530
465,banff,51.1762,-115.5698,17.65,80,66,2.95,CA,1722739531
466,mogocha,53.7333,119.7667,13.28,94,100,2.48,RU,1722739532
467,nerchinsk,51.9833,116.5833,19.1,91,100,1.08,RU,1722739533
468,praia da vitoria,38.7333,-27.0667,23.2,88,40,2.08,PT,1722739534
469,ambalangoda,6.2355,80.0538,28.32,78,11,6.45,LK,1722739535
470,thunder bay,48.4001,-89.3168,19.99,83,40,1.54,CA,1722739398
471,coyhaique,-45.5752,-72.0662,3.34,96,96,2.49,CL,1722739538
472,molchanovo,57.5817,83.7692,22.68,61,11,2.73,RU,1722739539
473,meget,52.415,104.0494,23.42,49,20,1.95,RU,1722739540
474,xining,36.6167,101.7667,20.33,58,26,1.79,CN,1722739250
475,elek,46.5333,21.25,16.79,80,75,2.5,HU,1722739542
476,tvoroyri,61.5556,-6.8111,10.95,93,15,6.23,FO,1722739543
477,gamba,-2.65,10.0,21.62,75,100,2.82,GA,1722739544
478,luau,-10.7073,22.2247,16.22,34,32,1.58,AO,1722739545
479,nuuk,64.1835,-51.7216,1.34,100,100,1.54,GL,1722739547
480,nizhneudinsk,54.9076,99.0276,21.04,68,56,1.81,RU,1722739548
481,pokaran,26.9167,71.9167,27.9,79,94,5.49,IN,1722739549
482,kenai,60.5544,-151.2583,15.08,74,20,5.14,US,1722739273
483,calchaqui,-29.8877,-60.287,15.17,66,100,5.59,AR,1722739551
484,abashiri,44.0213,144.2697,22.16,83,75,7.2,JP,1722739552
485,ketchikan,55.3422,-131.6461,22.26,49,0,4.12,US,1722739553
486,naze,28.3667,129.4833,31.51,72,1,5.63,JP,1722739359
487,sinjar,36.3209,41.8754,28.13,33,0,2.93,IQ,1722739555
488,mammoth lakes,37.6485,-118.9721,21.4,43,0,6.17,US,1722739556
489,shepetivka,50.1855,27.0637,14.08,96,100,2.7,UA,1722739558
490,sitka,57.0531,-135.33,16.94,67,40,6.17,US,1722739559
491,sao vicente,-23.9631,-46.3919,27.1,63,0,1.71,BR,1722739335
492,pemba,-12.974,40.5178,21.39,88,20,4.12,MZ,1722739561
493,dame-marie,18.5667,-74.4167,27.83,82,30,1.74,HT,1722739562
494,koulikoro,14.0,-7.75,23.4,90,75,3.2,ML,1722739563
495,yarmouth,41.7057,-70.2286,25.56,92,100,7.72,US,1722739564
496,puerto colombia,10.9878,-74.9547,27.05,78,100,3.68,CO,1722739565
497,bulgan,48.8125,103.5347,21.49,59,0,1.31,MN,1722739566
498,sandnessjoen,66.0217,12.6316,15.29,81,9,7.52,NO,1722739568
499,opuwo,-18.0607,13.84,15.22,48,0,1.71,NA,1722739569
500,mahibadhoo,3.7833,72.9667,28.52,70,84,2.75,MV,1722739570
501,guarapari,-20.6667,-40.4975,20.5,87,86,2.44,BR,1722739571
502,anaconda,46.1285,-112.9423,29.55,29,94,1.61,US,1722739572
503,ust'-talovka,50.5493,81.85,23.55,58,2,0.82,KZ,1722739573
504,krutinka,56.0055,71.5113,17.71,76,11,2.98,RU,1722739574
505,yuzhno-kurilsk,44.0306,145.8556,20.91,85,95,3.07,RU,1722739575
506,urangan,-25.3,152.9,20.33,57,58,3.77,AU,1722739576
507,welver,51.6167,7.9667,18.17,95,93,4.14,DE,1722739578
508,kawardha,22.0167,81.25,24.2,91,100,4.71,IN,1722739579
509,papao,-17.75,-149.55,25.82,79,81,7.55,PF,1722739580
510,daru,-9.0763,143.2092,24.42,82,100,7.17,PG,1722739581
511,magistral'nyy,56.1725,107.4458,18.89,77,92,0.51,RU,1722739582
512,tianchang,37.9981,114.0156,34.28,44,94,2.04,CN,1722739583
513,inhambane,-23.865,35.3833,19.08,88,0,3.13,MZ,1722739584
514,malkinia gorna,52.6922,22.0284,11.61,85,6,1.41,PL,1722739585
515,broome,42.2506,-75.833,21.49,97,74,1.25,US,1722739586
516,ma'rib,15.4591,45.3253,28.43,43,97,1.73,YE,1722739587
517,dhrangadhra,22.9833,71.4667,28.55,75,100,7.61,IN,1722739589
518,kitangari,-10.65,39.3333,16.26,99,91,1.53,TZ,1722739590
519,al kharijah,25.4514,30.5464,29.67,23,2,2.59,EG,1722739591
520,gadzhiyevo,69.2551,33.3362,10.56,88,11,2.47,RU,1722739592
521,ardakan,32.31,54.0175,34.66,16,63,1.67,IR,1722739594
522,pemangkat,1.1667,108.9667,29.3,68,12,1.73,ID,1722739595
523,kilindoni,-7.9139,39.6668,24.6,72,10,5.3,TZ,1722739596
524,kiruna,67.8557,20.2251,12.51,88,75,1.03,SE,1722739597
525,lincoln city,44.9582,-124.0179,18.83,88,100,6.71,US,1722739354
526,usinsk,65.9939,57.5281,12.38,90,100,9.39,RU,1722739600
527,ust'-uda,54.1742,103.0304,22.54,59,36,2.61,RU,1722739601
528,maun,-19.9833,23.4167,13.93,29,3,1.08,BW,1722739602
529,dolinsk,47.35,142.8,12.2,97,100,6.91,RU,1722739603
530,robertsport,6.7533,-11.3686,25.13,85,100,6.2,LR,1722739604
531,corridonia,43.2511,13.5088,20.08,83,14,1.93,IT,1722739605
532,roseburg north,43.2645,-123.3033,25.63,66,100,1.64,US,1722739607
533,kuanda,56.3161,116.0806,17.22,74,100,2.43,RU,1722739608
534,lashio,22.9333,97.75,22.51,96,100,0.74,MM,1722739609
535,haiku-pauwela,20.9219,-156.3051,26.81,76,40,9.26,US,1722739610
536,otofuke,42.9917,143.2003,29.53,70,29,1.53,JP,1722739611
537,bliss corner,41.6118,-70.9384,25.25,93,20,6.26,US,1722739612
538,santa isabel,-23.3156,-46.2214,18.84,68,0,0.76,BR,1722739613
539,dolisie,-4.1997,12.6739,17.27,89,16,2.01,CG,1722739614
540,kasongo-lunda,-6.4667,16.8167,20.11,57,1,1.02,CD,1722739615
541,hilo,19.7297,-155.09,26.16,94,100,3.6,US,1722739617
542,timimoun,29.2639,0.231,32.21,12,0,2.57,DZ,1722739618
543,safi,32.1667,-8.8333,21.5,70,0,4.33,MA,1722739619
544,canutama,-6.5339,-64.3831,28.32,51,100,0.09,BR,1722739620
545,chelm,51.1431,23.4716,13.28,82,1,2.48,PL,1722739621
546,westford,42.5793,-71.4378,25.17,93,100,2.36,US,1722739427
547,lorengau,-2.0226,147.2712,27.81,83,79,4.67,PG,1722739623
548,touros,-5.1989,-35.4608,22.25,81,0,5.43,BR,1722739624
549,grootfontein,-19.5667,18.1167,11.76,43,0,1.54,NA,1722739525
550,ndola,-12.9587,28.6366,12.62,42,19,2.75,ZM,1722739626
551,magalia,39.8121,-121.5783,31.75,52,9,1.48,US,1722739628
552,kamina,-8.7386,24.9906,16.41,35,70,1.61,CD,1722739629
553,okhotsk,59.3833,143.3,17.77,62,5,2.17,RU,1722739630
554,kendari,-3.945,122.4989,30.49,56,26,1.24,ID,1722739631
555,gus'-khrustal'nyy,55.6111,40.6519,14.67,89,97,1.4,RU,1722739632
556,richards bay,-28.783,32.0377,17.94,85,0,5.55,ZA,1722739633
557,marrakesh,31.6315,-8.0083,29.08,44,0,2.06,MA,1722739634
558,mossendjo,-2.9506,12.7261,16.71,92,11,1.89,CG,1722739635
559,sibiti,-3.6819,13.3499,17.11,85,4,1.85,CG,1722739636
560,northam,51.0333,-4.2167,14.25,92,100,2.54,GB,1722739637
561,yerofey pavlovich,53.9667,121.9667,16.01,67,100,4.26,RU,1722739639
562,ad dabbah,18.05,30.95,29.22,61,98,3.68,SD,1722739640
563,bolobo,-2.1667,16.2333,24.65,50,81,1.42,CD,1722739641
564,maintirano,-18.0667,44.0167,19.31,85,50,2.89,MG,1722739642
565,al jawf,29.5,38.75,22.95,44,3,1.23,SA,1722739643
566,acapulco de juarez,16.8634,-99.8901,28.9,74,100,4.63,MX,1722739623
567,kilinochchi,9.3961,80.3982,29.04,71,100,2.85,LK,1722739645
